name,ra,dec,sloan_g_mag,sloan_r_mag,sloan_i_mag,sloan_z_mag,galah_g_mag,galah_r_mag,galah_i_mag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,class_green13,origin,RAJ2000,DEJ2000,name_x,objid,phID,Cat,RAfdeg,DEfdeg,FUVexp,NUVexp,GLON,GLAT,tile,img,sv,r.fov,Obs,b,E(B-V),Sp?,chkf,FUVmag,e_FUVmag,NUVmag,e_NUVmag,FUV.a,e_FUV.a,NUV.a,e_NUV.a,FUV.4,e_FUV.4,NUV.4,e_NUV.4,FUV.6,e_FUV.6,NUV.6,e_NUV.6,Fafl,Nafl,Fexf,Nexf,Fflux,e_Fflux,Nflux,e_Nflux,FXpos,FYpos,NXpos,NYpos,Fima,Nima,Fr,Nr,nS/G,fS/G,nell,fell,nPA,e_nPA,fPA,e_fPA,Fnr,F3r,Nar,Narms,Nbrms,Far,Farms,Fbrms,w_NUV,w_FUV,Prob,Sep,Nerr,Ferr,Ierr,Nperr,Fperr,CV,G,N,primid,groupid,Gd,Nd,primidd,groupidd,grouptot,OName,Size,angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,angDist_x,RAdeg,DEdeg,errHalfMaj_x,errHalfMin_x,errPosAng_x,objID_x,mode,q_mode,class,SDSS12,m_SDSS12,flags,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag_x,e_rmag,imag_x,e_imag,zmag,e_zmag,zsp,e_zsp,f_zsp,zph,e_zph,avg_zph,pmRA_x,e_pmRA,pmDE,e_pmDE,SpObjID,spType,spCl,subClass,angDist_xa
J085125.37+104247.4,132.855713,10.713178,15.77,15.03,14.79,,,,,,,,,,,,,Lamost_DR2,132.855543,10.713148,GALEX J085125.3+104247,6377811981538166445,6377811981537116160,AIS,132.800529,10.826224,192.0,192.0,216.868,31.4632,50196,2657,83,0.125328,true,1,0.049,0,0,,,21.6468,0.264,,,1.5668,0.264,,,1.5106,0.2303,,,1.5554,0.3849,0,0,0,0,,,7.96669,1.9369,,,1772.08,1631.05,,8.74,,0.004,0.9828,0.0,0.2408,,88.26,-88.51,,,2.49632,22.6248,3.5,6.98E-4,5.3E-4,,,,142.9,192.6,,,0.86,,,0.35,,C,0,1,6377811981538166784,6377811981538166445,0,1,6377811981538166784,6377811981538166445,6377811981538166445,N,0.0,0.61072,132.8556340097603,10.713202816887,0.001,0.001,90.0,598590661491082624,132.85568426958,0.0315,10.71315667006,0.0212,0.0876,0.0437,11.47,0.069,-10.718,0.044,false,17217.0,5.2545,15.098471,7582.11,13.3909,15.651913,13682.0,33.3747,14.421548,1.230365,,,0,4936.47,,,,,0.377596,132.855654,10.713173,0.001,0.001,90.0,1237671123759661100,1,+,6,J085125.35+104247.4,*,35255507619856,2006.0162,3,17.877,0.012,15.892,0.004,15.01,0.004,14.765,0.004,14.627,0.005,,,,,,,13.7,2.3,-9.8,2.3,0,,,,0.401204
J085215.47+432222.6,133.06447,43.37295,13.02,12.01,11.49,,,,,,,,,,,,,Lamost_DR2,133.064996,43.373261,GALEX J085215.5+432223,6373906467917926006,6373906467916873728,AIS,132.619825,43.191596,105.0,215.0,177.6531,39.6889,50085,1217,38,0.37152,true,1,0.0297,0,1,,,20.7233,0.1438,,,0.6433,0.1438,,,0.8337,0.1331,,,0.7003,0.1649,0,0,0,2,,,18.6507,2.46905,,,1114.91,2364.43,,7.832,,0.003,0.9834,0.0,0.2142,,-71.27,-70.83,,,12.7128,6.07026,3.5,9.97E-4,7.84E-4,,,,177.9,98.4,,,0.69,,,0.27,,C,0,1,6373906467917926400,6373906467917926006,0,1,6373906467917926400,6373906467917926006,6373906467917926006,N,0.0,1.773181,133.0644816661369,43.3729699904303,0.001,0.001,90.0,913864625640947200,133.0644941052,0.0289,43.37295251708,0.0237,0.524,0.0419,2.1,0.058,-4.058,0.049,false,455132.0,176.192,11.543022,182535.0,218.457,12.198024,384633.0,273.125,10.799304,1.39872,20.41,1.21,9,4581.1,0.257,0.124,14.33,81.462,1.705593,133.064493,43.372949,0.064,0.062,90.0,1237657770166714422,1,,3,J085215.47+432222.6,*,483854104530960,2002.024,3,15.386,0.005,14.869,0.011,11.612,0.001,11.268,0.001,11.357,0.003,,,,-9999.0,-9999.0,0.2214,0.3,2.6,-4.7,2.6,0,,,,1.73066
J090313.21+211724.2,135.805044,21.290082,13.7,13.1,12.84,,,,,,,,,,,,,Lamost_DR2,135.805033,21.290141,GALEX J090313.2+211724,6377706399430872525,6377706399429820416,AIS,136.277416,21.014985,208.0,208.0,206.2151,38.0643,50193,1793,56,0.519422,true,1,0.0309,0,0,,,19.588,0.0744,,,-0.492,0.0744,,,-0.4438,0.071,,,-0.5124,0.0788,0,0,0,0,,,53.0625,3.63302,,,2974.19,2544.47,,8.864,,0.004,0.9938,0.0,0.1538,,-9.84,-24.25,,,12.0954,2.64833,3.5,9.14E-4,7.74E-4,,,,168.0,191.3,,,0.52,,,0.12,,C,1,2,6377706399430872064,6377706399430872525+6377706389767194547,1,2,6377706399430872064,6377706399430872525+6377706389767194547,6377706399430872525+6377706389767194547,N,0.0,0.216358,135.8050732218477,21.2900875958424,0.001,0.001,90.0,685199432930050944,135.80502172412,0.0261,21.29008300003,0.0191,0.9717,0.0319,-11.144,0.053,-1.067,0.037,false,116492.0,38.0935,13.022621,55180.0,103.797,13.496934,87271.1,86.694,12.409744,1.08719,-20.99,0.48,4,5011.0,,,3.07,5.368,0.234871,135.805032,21.29008,0.054,0.049,90.0,1237667111182991486,1,,6,J090313.20+211724.2,*,483856252015120,2004.9459,3,15.968,0.007,16.055,0.013,13.079,0.002,15.468,0.014,13.472,0.008,,,,,,,-11.7,2.4,-0.1,2.4,0,,,,0.219371
J090315.78+031401.0,135.81577,3.23363,13.26,12.2,11.7,,,,,,,,,,,,,Lamost_DR2,135.815802,3.233921,GALEX J090315.7+031402,6377847144435417460,6377847144434368512,AIS,136.130886,3.673318,155.0,155.0,226.1943,30.6044,50197,2017,63,0.540358,true,1,0.0422,0,0,,,20.8223,0.1777,,,0.7423,0.1777,,,0.8327,0.1684,,,0.7863,0.2333,256,17,0,0,,,17.0247,2.78586,,,2657.55,884.99,,5.175,,0.002,0.9822,0.0,0.1618,,56.83,65.63,,,9.99536,4.97137,3.5,7.6E-4,6.37E-4,,,,122.6,112.6,,,0.7,,,0.28,,C,1,2,6377847144435417088,6377847144435417460+6377847155172838877,1,2,6377847144435417088,6377847144435417460+6377847155172838877,6377847144435417460+6377847155172838877,N,0.0,1.053867,135.8157411876674,3.2336310217407,0.001,0.001,90.0,578303671230573440,135.81574030762,0.055,3.23360726859,0.0421,0.0722,0.0655,-0.204,0.091,-5.517,0.071,false,307524.0,295.714,11.96867,112776.0,414.596,12.720847,277996.0,728.501,11.151823,1.569024,231.87,0.43,7,4386.33,,,,,1.066559,135.815745,3.233608,0.062,0.054,90.0,1237654605315113080,1,,3,J090315.77+031400.9,*,483785418608656,2001.1399,3,16.315,0.007,13.567,0.002,12.07,0.001,11.672,0.001,11.891,0.004,,,,0.09667,0.03416,0.1009,0.3,2.8,-3.2,2.8,0,,,,1.147169
J090349.83+510411.0,135.95763,51.069736,18.28,17.79,17.61,,,,,,,,,,,,,Lamost_DR2,135.956854,51.069972,GALEX J090349.6+510411,6373730536393806347,6373730536392753152,AIS,136.422182,50.667608,128.0,247.05,167.4218,41.3074,50080,929,29,0.498133,true,1,0.0217,0,0,,,21.6226,0.2333,,,1.5426,0.2333,,,1.6154,0.2029,,,1.8456,0.3782,0,1,0,0,,,8.14613,1.7501,,,2617.05,2927.85,,8.309,,0.003,0.9814,0.0,0.3953,,46.34,47.74,,,10.8785,,3.5,9.73E-4,5.88E-4,,,,202.3,114.6,,,0.99,,,0.42,,C,0,1,6373730536393806848,6373730536393806347,0,1,6373730536393806848,6373730536393806347,6373730536393806347,N,0.0,1.951482,135.9576698097175,51.0697594399686,0.003,0.003,90.0,1016436003811071232,135.9576081074,0.1046,51.06965175116,0.0858,0.3396,0.1581,-9.005,0.211,-25.012,0.175,false,1368.82,1.55055,17.8475,683.702,7.98107,18.264221,982.39,7.49889,17.28121,0.983011,,,0,,,,,,1.997833,135.957649,51.06976,0.003,0.003,90.0,1237654381977141477,1,+,6,J090349.83+510411.1,*,35253360001040,2001.0712,3,19.591,0.028,18.365,0.007,17.772,0.006,17.568,0.006,17.502,0.015,,,,,,,-7.4,3.0,-29.5,3.0,0,,,,1.953516
J090408.02+052455.9,136.033433,5.415553,12.56,11.83,11.52,,,,,,,,,,,,,Lamost_DR2,136.033626,5.415722,GALEX J090408.0+052456,6377847124034324969,6377847124033273856,AIS,136.038282,5.290016,119.0,119.0,224.0925,31.8605,50197,1409,44,0.125791,true,1,0.0452,0,0,,,17.74,0.0407,,,-2.34,0.0407,,,-2.2569,0.042,,,-2.352,0.0413,0,0,0,0,,,291.076,10.9097,,,1931.85,2235.6,,3.782,,0.002,0.9843,0.0,0.1533,,3.56,3.34,,,12.6555,1.00293,3.5,9.56E-4,8.09E-4,,,,88.3,123.0,,,0.48,,,0.05,,C,0,1,6377847124034324480,6377847124034324969,0,1,6377847124034324480,6377847124034324969,6377847124034324969,N,0.0,0.921441,136.0334366817778,5.4155670369006,0.001,0.001,90.0,580357696390183808,136.03344463503,0.033,5.41549652772,0.0259,0.3625,0.0367,1.839,0.062,-16.376,0.052,false,389803.0,140.451,11.711251,170542.0,288.368,12.27181,311055.0,346.369,11.029828,1.241982,186.16,4.48,6,4824.05,0.1845,0.094,16.63,134.971,0.878398,136.033435,5.415551,0.056,0.053,90.0,1237658491186446425,2,,6,J090408.02+052455.9,*,483854138609680,2002.1935,3,15.028,0.005,13.028,0.002,11.799,0.001,11.458,0.001,12.446,0.006,,,,,,,,,,,0,,,,0.920528
J090530.27+131430.8,136.376162,13.241901,13.72,13.14,12.73,,,,,,,,,,,,,Lamost_DR2,136.376297,13.24189,GALEX J090530.3+131430,6377741576286768516,6377741576285716480,AIS,136.616768,13.149267,358.0,358.0,215.8402,35.6491,50194,1569,49,0.251778,true,1,0.0296,0,0,,,19.9735,0.0749,,,-0.1065,0.0749,,,-5.0E-4,0.0715,,,-0.1088,0.0834,0,0,0,0,,,37.2053,2.56458,,,2459.53,2130.15,,4.07,,0.002,0.9843,0.0,0.0464,,73.75,83.46,,,11.5591,84.5349,3.5,8.23E-4,7.85E-4,,,,273.3,321.8,,,0.54,,,0.13,,C,0,1,6377741576286768128,6377741576286768516,0,1,6377741576286768128,6377741576286768516,6377741576286768516,N,0.0,0.47362,136.3761645361617,13.241895975495,0.001,0.001,90.0,605358872818884736,136.37618548019,0.0331,13.24187468791,0.0293,0.0546,0.0417,4.735,0.065,-4.944,0.046,false,131815.0,28.2551,12.88845,53650.0,71.3676,13.527463,110963.0,67.9154,12.14897,1.378493,159.5,1.07,8,4594.48,,,,,0.464689,136.376158,13.241879,0.054,0.053,90.0,1237670964846985358,1,,6,J090530.27+131430.7,*,202381275303952,2005.9314,3,16.482,0.008,14.921,0.004,12.99,0.002,12.665,0.001,12.918,0.005,,,,,,,4.3,2.3,-1.9,2.3,0,,,,0.48878
J090712.06+210851.6,136.80028,21.147694,12.53,11.62,11.22,,,,,,,,,,,,,Lamost_DR2,136.800545,21.147749,GALEX J090712.1+210851,6377706399430871918,6377706399429820416,AIS,136.277416,21.014985,208.0,208.0,206.7626,38.8997,50193,1793,56,0.505849,true,1,0.0375,0,1,,,19.6183,0.075,,,-0.4617,0.075,,,-0.3525,0.0739,,,-0.4792,0.0792,0,1,0,0,,,51.6035,3.56611,,,746.83,2203.09,,4.278,,0.002,0.9834,0.0,0.0173,,84.28,41.62,,,12.4069,68.5276,3.5,8.7E-4,8.55E-4,,,,171.2,132.0,,,0.54,,,0.14,,C,0,1,6377706399430872064,6377706399430871918,0,1,6377706399430872064,6377706399430871918,6377706399430871918,N,0.0,0.909875,136.800296420285,21.1476545075493,0.001,0.001,90.0,685146239758501888,136.80032784553,0.0435,21.14760067889,0.0332,0.2829,0.061,6.807,0.088,-12.502,0.056,false,451260.0,247.88,11.5523,172619.0,369.084,12.258667,395480.0,381.286,10.769108,1.489559,-122.39,1.32,10,4457.17,0.6713,0.3185,,,0.901281,136.800311,21.147637,0.057,0.053,0.0,1237667211583881287,1,,6,J090712.07+210851.4,*,483854104530960,2004.9512,3,16.177,0.011,15.451,0.012,11.548,0.001,11.222,0.0,11.186,0.002,,,,,,,3.4,2.4,-11.5,2.4,0,,,,0.882881
J090951.37+272801.2,137.464081,27.467022,14.7,14.01,13.76,,,,,,,,,,,,,Lamost_DR2,137.463857,27.467122,GALEX J090951.3+272801,6378445304530733720,6378445304529682432,AIS,137.062203,27.46168,150.1,267.1,199.0321,41.2065,50214,2785,87,0.356429,true,1,0.029,0,0,,,20.4534,0.1112,,,0.3734,0.1112,,,0.4532,0.1011,,,0.3393,0.1245,0,0,0,0,,,23.9132,2.44951,,,1087.72,1951.19,,6.294,,0.003,0.9807,0.0,0.2687,,-40.96,-47.2,,,11.4932,7.52108,3.5,9.35E-4,6.83E-4,,,,220.0,124.9,,,0.58,,,0.19,,C,0,1,6378445304530734080,6378445304530733720,0,1,6378445304530734080,6378445304530733720,6378445304530733720,N,0.0,0.800753,137.4638791043645,27.4670164930588,0.002,0.002,90.0,692074438620342272,137.46386946269,0.0833,27.46698459541,0.0657,0.081,0.0727,-1.987,0.141,-7.408,0.119,false,44555.7,13.2198,14.066109,20073.8,31.7106,14.594815,34928.0,53.2032,13.403985,1.19083,,,0,4988.67,,,,,0.386332,137.463866,27.466993,0.058,0.056,90.0,1237664836467949603,1,,6,J090951.32+272801.1,*,202381275303952,2004.209,3,16.753,0.008,14.954,0.004,14.133,0.005,13.87,0.002,13.679,0.005,,,,,,,1.3,2.6,-6.6,2.6,0,,,,0.463764
J090956.79+282152.6,137.486638,28.364636,17.43,16.98,16.84,,,,,,,,,,,,,Lamost_DR2,137.48697,28.364768,GALEX J090956.8+282153,6378445162830367103,6378445162829316096,AIS,137.545212,28.268074,103.0,103.0,197.8726,41.4251,50214,2658,83,0.109447,true,1,0.0293,0,0,,,21.1706,0.2672,,,1.0906,0.2672,,,1.0549,0.253,,,1.3757,0.5095,0,0,0,0,,,12.3521,3.03885,,,2041.21,2158.46,,4.075,,0.002,0.9833,0.0,0.072,,-56.05,-73.88,,,0.0,63.0993,3.5,5.8E-4,5.39E-4,,,,78.6,103.5,,,0.69,,,0.26,,V,1,2,6378445162830366720,6378445162830367103+6378445162863920935,1,2,6378445162830366720,6378445162830367103+6378445162863920935,6378445162830367103+6378445162863920935,N,0.0,1.154617,137.486674918547,28.364736722261,0.003,0.002,90.0,698375430521351552,137.48668317675,0.1064,28.3646017546,0.0684,0.06,0.1582,1.688,0.191,-31.347,0.127,false,2897.88,2.34908,17.033165,1510.84,9.32889,17.403341,2014.78,7.99016,16.501352,0.901989,,,0,5449.5,,,,,0.941513,137.486682,28.364703,0.002,0.002,0.0,1237664667354136618,2,,6,J090956.80+282152.9,*,68987912192,2004.1296,3,18.68,0.016,17.493,0.005,16.973,0.004,16.816,0.005,16.777,0.009,,,,,,,6.6,2.7,-28.8,2.7,0,,,,0.94315
J091021.82+245145.7,137.59092,24.862696,15.03,14.42,14.21,,,,,,,,,,,,,Lamost_DR2,137.590398,24.862816,GALEX J091021.6+245146,6377706385472228618,6377706385471176704,AIS,137.82271,24.607494,120.0,200.0,202.4108,40.6753,50193,1377,43,0.331224,true,1,0.0306,0,0,,,20.8093,0.1641,,,0.7293,0.1641,,,0.8365,0.1468,,,0.7526,0.1948,0,0,0,0,,,17.2293,2.6028,,,2417.7,2535.17,,11.88,,0.005,0.978,0.0,0.4703,,79.02,78.37,,,11.8795,0.6753,3.5,0.001135,6.01E-4,,,,158.9,102.8,,,0.76,,,0.31,,C,0,1,6377706385472228352,6377706385472228618,0,1,6377706385472228352,6377706385472228618,6377706385472228618,N,0.0,1.758509,137.5899182186423,24.8628247618433,0.001,0.001,90.0,688506587812320640,137.58991821864,0.6839,24.86282476184,0.6446,,,,,,,false,646.9,2.64585,18.661272,559.72,41.4164,18.48146,576.939,20.5527,17.859095,0.622366,,,0,,,,,,1.567447,137.589934,24.862849,0.005,0.005,0.0,1237665097387540606,1,+,6,J091021.58+245146.2,*,35184640655888,2004.2881,3,19.891,0.042,18.833,0.012,18.748,0.013,18.684,0.015,18.561,0.037,,,,,,,,,,,0,,,,1.521456
J091039.83+412912.8,137.665967,41.486901,14.17,13.42,13.26,,,,,,,,,,,,,Lamost_DR2,137.66579,41.486987,GALEX J091039.7+412913,6373906473286635133,6373906473285582848,AIS,137.820709,41.307533,106.0,218.0,180.2502,43.0487,50085,1377,43,0.213796,true,1,0.0152,0,0,,,21.5686,0.2218,,,1.4886,0.2218,,,1.7032,0.2355,,,1.6211,0.3462,0,0,0,0,,,8.56172,1.74896,,,2211.2,2340.58,,5.483,,0.002,0.9812,0.0,0.3323,,63.3,65.32,,,4.0363,173.504,3.5,7.78E-4,5.2E-4,,,,173.5,112.0,,,0.9,,,0.37,,C,0,1,6373906473286635520,6373906473286635133,0,1,6373906473286635520,6373906473286635133,6373906473286635133,N,0.0,0.568829,137.6659675015806,41.4868919182617,0.001,0.0,90.0,815704110163070464,137.66595797369,0.0184,41.48688137615,0.0151,0.4248,0.0264,-1.658,0.036,-2.448,0.03,false,77122.9,16.408,13.470408,33366.2,51.1162,14.043119,62125.9,37.1135,12.778738,1.264381,2.5,3.49,7,4776.04,,,6.48,19.714,0.588475,137.665941,41.486898,0.055,0.055,90.0,1237657629514596361,1,,6,J091039.82+412912.8,*,483856252014608,2001.9695,3,16.811,0.009,16.785,0.016,13.476,0.002,13.278,0.001,13.46,0.008,,,,,,,-4.7,2.6,-0.3,2.6,0,,,,0.516996
J091056.60+150700.0,137.73585,15.116694,13.65,12.93,12.4,,,,,,,,,,,,,Lamost_DR2,137.736102,15.116007,GALEX J091056.6+150657,6377741555885674384,6377741555884621824,AIS,137.664894,14.714311,134.05,134.05,214.3517,37.6045,50194,961,30,0.407547,true,1,0.0305,0,0,,,21.4891,0.3464,,,1.4091,0.3464,,,1.9168,0.4338,,,1.618,0.5492,0,256,0,0,,,9.21207,2.93814,,,1722.19,2853.28,,10.497,,0.004,0.9643,0.0,0.59,,-22.08,-21.84,,,10.4971,28.3671,3.5,0.00114,4.67E-4,,,,95.6,112.2,,,1.8,,,0.7,,C,0,1,6377741555885674496,6377741555885674384,0,1,6377741555885674496,6377741555885674384,6377741555885674384,N,0.0,2.622973,137.7358498884709,15.1167051980829,0.001,0.001,90.0,607506051524736640,137.73585245793,0.0309,15.11668092452,0.0255,0.0725,0.0383,0.576,0.062,-5.638,0.041,false,164695.0,54.9273,12.646667,60534.0,73.8979,13.396389,149041.0,150.109,11.828657,1.567732,153.18,0.77,10,4316.09,,,,,2.661854,137.735839,15.116667,0.069,0.066,0.0,1237667730201182325,2,,6,J091056.60+150700.0,*,202381275303952,2005.1888,3,16.755,0.008,14.716,0.003,12.86,0.003,13.284,0.007,12.517,0.003,,,,,,,0.2,2.3,-5.8,2.3,0,,,,2.5446
J091143.01+212052.2,137.929239,21.347853,15.52,14.99,14.76,,,,,,,,,,,,,Lamost_DR2,137.929518,21.34771,GALEX J091143.0+212051,6377706271655593043,6377706271654543360,AIS,137.798603,21.533725,108.0,109.0,206.9441,39.9616,50193,2081,65,0.222374,true,1,0.0413,0,0,,,20.0982,0.1492,,,0.0182,0.1492,,,0.1749,0.145,,,0.019,0.1732,0,0,0,0,,,33.1685,4.55818,,,1626.11,1463.66,,7.613,,0.003,0.9835,0.0,0.1458,,51.74,44.33,,,0.0,68.4757,3.5,8.44E-4,7.21E-4,,,,82.8,103.0,,,0.63,,,0.23,,V,0,1,6377706271655592960,6377706271655593043,0,1,6377706271655592960,6377706271655593043,6377706271655593043,N,0.0,1.069041,137.9292370423244,21.3478692973329,0.001,0.001,90.0,637175960483831168,137.92921917956,0.0403,21.34779658084,0.0354,0.2655,0.045,-3.864,0.074,-16.889,0.057,false,18582.4,7.23798,15.015609,9085.18,26.5446,15.455554,13753.6,23.5086,14.415881,1.039673,,,0,5121.0,,,,,1.102872,137.929221,21.347838,0.001,0.001,90.0,1237667253997010981,1,+,6,J091143.01+212052.2,*,68988043264,2004.9565,3,17.062,0.008,15.622,0.004,14.969,0.004,14.75,0.004,14.656,0.005,,,,,,,-4.5,2.4,-16.9,2.4,0,,,,1.098517
J091202.40+334337.8,138.010007,33.72717,17.43,16.71,16.45,,,,,,,,,,,,,Lamost_DR2,138.010307,33.727095,GALEX J091202.4+334337,6378445255138610000,6378445255137558528,AIS,137.669147,33.686268,208.0,208.0,190.8546,42.7917,50214,1313,41,0.286729,true,1,0.023,0,0,,,22.0957,0.3407,,,2.0157,0.3407,,,2.2919,0.3849,,,2.6388,0.8979,0,0,0,0,,,5.26887,1.65313,,,1239.7,2013.84,,8.691,,0.004,0.9795,0.0,0.6413,,50.23,49.62,,,1.35321,35.116,3.5,0.001011,3.62E-4,,,,161.8,172.6,,,1.67,,,0.64,,C,0,1,6378445255138610176,6378445255138610000,0,1,6378445255138610176,6378445255138610000,6378445255138610000,N,0.0,0.937351,138.009948485691,33.7271885360329,0.002,0.001,90.0,713935031883346176,138.01002933313,0.0642,33.72709804473,0.047,0.878,0.0894,15.617,0.119,-21.017,0.097,false,3671.74,1.99776,16.776186,1623.52,6.84751,17.325247,2915.87,7.21323,16.1,1.225246,,,0,4848.07,0.112,0.0417,0.66,0.215,1.125,138.009963,33.727171,0.002,0.002,90.0,1237660961328726284,1,+,6,J091202.39+334337.8,*,35253360136208,2003.0672,3,19.278,0.024,17.546,0.005,16.699,0.004,16.433,0.004,16.325,0.007,,,,,,,16.5,2.8,-20.1,2.8,0,,,,1.067132
J091302.33+202807.4,138.25973,20.468748,11.45,10.75,10.49,,,,,,,,,,,,,Lamost_DR2,138.259919,20.468802,GALEX J091302.3+202807,6377706420905709062,6377706420904656896,AIS,138.15411,20.420394,329.05,542.05,208.1594,39.9759,50193,2433,76,0.110331,true,1,0.0442,0,0,,,18.5755,0.027,,,-1.5045,0.027,,,-1.446,0.0268,,,-1.5174,0.0279,0,0,0,0,,,134.833,3.34749,,,1649.18,2039.07,,3.063,,0.001,0.9852,0.0,0.0836,,1.26,19.88,,,11.9056,0.714345,3.5,8.65E-4,7.92E-4,,,,396.8,299.4,,,0.48,,,0.04,,C,0,1,6377706420905709568,6377706420905709062,0,1,6377706420905709568,6377706420905709062,6377706420905709062,N,0.0,0.666377,138.2597604190144,20.4686928586474,0.001,0.001,90.0,636860980466694016,138.25974796397,0.044,20.46868611914,0.0341,0.9044,0.0561,-2.71,0.081,-1.565,0.056,false,918271.0,255.856,10.780938,402625.0,651.05,11.339135,722866.0,697.931,10.114275,1.22486,14.4,2.56,6,4826.6,0.058,0.024,10.22,51.058,0.663656,138.259741,20.468708,0.066,0.052,90.0,1237667252923269141,1,,6,J091302.33+202807.3,*,483856253587476,2004.9565,3,15.279,0.007,11.936,0.001,10.803,0.001,10.523,0.001,10.981,0.002,,,,,,,,,,,0,,,,0.691125
J091450.27-000156.8,138.70948,-0.032451,13.13,12.46,12.22,,,,,,,,,,,,,Lamost_DR2,138.709784,-0.032192,GALEX J091450.3-000155,6378374856329663815,6378374856328609792,AIS,138.883312,-0.498456,207.0,303.0,231.1997,31.3983,50212,417,13,0.497507,true,1,0.0286,0,1,,,19.9458,0.0762,,,-0.1342,0.0762,,,-0.0541,0.0723,,,-0.1563,0.0828,0,1,0,0,,,38.1648,2.67904,,,2325.9,3049.24,,4.584,,0.002,0.9834,0.0,0.185,,-18.26,-17.79,,,11.6706,1.68158,3.5,8.99E-4,7.33E-4,,,,242.5,141.7,,,0.52,,,0.12,,C,0,1,6378374856329663488,6378374856329663815,0,1,6378374856329663488,6378374856329663815,6378374856329663815,N,0.0,1.437534,138.7099066592167,-0.0318757239768,0.003,0.002,0.0,3842469577716522752,138.70990063553,0.0944,-0.03188893849,0.1232,0.379,0.0566,-1.399,0.134,-3.069,0.197,false,26007.7,14.2598,14.65061,12817.4,97.7672,15.081887,19559.9,6.83272,14.033505,1.048382,,,0,5192.2,,,,,1.221222,138.709909,-0.031905,0.05,0.046,0.0,1237646797071450261,2,,6,J091450.37-000154.8,,193589477244944,1998.8953,3,16.9,0.008,15.05,0.003,14.318,0.003,13.967,0.004,14.421,0.006,,,,,,,,,,,0,,,,1.127495
J091451.96+332901.6,138.716501,33.48378,13.73,13.01,12.66,,,,,,,,,,,,,Lamost_DR2,138.716586,33.484043,GALEX J091451.9+332902,6378445254064868166,6378445254063816704,AIS,138.725932,33.479505,140.0,300.0,191.2878,43.3439,50214,1281,40,0.00902,true,1,0.0188,0,0,,,20.3678,0.1175,,,0.2878,0.1175,,,0.3395,0.1093,,,0.317,0.1418,0,256,0,0,,,25.8741,2.79944,,,1934.39,1894.9,,5.34,,0.002,0.9972,0.0,0.1573,,-17.12,-11.31,,,10.8667,85.4242,3.5,8.23E-4,6.94E-4,,,,172.4,140.6,,,0.55,,,0.15,,C,0,1,6378445254064868352,6378445254064868166,0,1,6378445254064868352,6378445254064868166,6378445254064868166,N,0.0,0.979563,138.7164933683191,33.4838178516038,0.001,0.001,0.0,701947709441351936,138.71650587294,0.0421,33.48378853495,0.0425,0.0349,0.0351,2.422,0.072,-6.809,0.073,false,122434.0,45.4889,12.968611,51313.7,103.036,13.575805,100659.0,109.612,12.254788,1.321016,-32.71,2.92,14,4720.53,,,,,0.856926,138.716504,33.483808,0.0,0.0,0.0,1237661088036880549,2,,6,J091451.96+332901.7,*,202381275303952,2003.078,3,16.33,0.006,13.906,0.002,13.029,0.002,12.91,0.003,12.476,0.002,,,,,,,0.4,2.7,-5.0,2.7,0,,,,0.882313
